model,vsw_id,scenario_id,axis,profile_strength,profile_HIGH_values,baseline_decision,modifier_decision,flip_direction,A0_text,A1_text,modifier_text,llm_reasoning,axis_keyword_in_reasoning,modifier_overlap_score
Gemma 4 31B,VSW_0922,SC004_2,authority_signal,6,"Self-Direction, Stimulation, Hedonism, Security, Conformity, Benevolence",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,The group leader has suggested prioritizing the maintenance tasks.,"Despite a desire for stimulation, the person's high values for conformity and security lead them to follow the leader's suggestion and ensure the group's stability.",True,0.333
Gemma 4 31B,VSW_0950,SC002_1,self_preservation,7,"Self-Direction, Stimulation, Hedonism, Power, Security, Tradition, Benevolence",A0,A1,A0->A1,transition to the new digital workflow,continue with the paper-based process,Some employees are concerned that mistakes may be more visible when using the new digital system.,"The high value placed on security and tradition, combined with the concern that mistakes would be more visible in the new system, outweighs the desire for stimulation.",True,0.4
Gemma 4 31B,VSW_0950,SC002_1,authority_signal,7,"Self-Direction, Stimulation, Hedonism, Power, Security, Tradition, Benevolence",A0,A1,A0->A1,transition to the new digital workflow,continue with the paper-based process,Management has stated a preference for following established procedures during the transition.,The person's high priority for preserving tradition and maintaining stability and predictability outweighs their desire for new experiences and autonomy.,False,0.0
Gemma 4 31B,VSW_0950,SC003_2,self_preservation,7,"Self-Direction, Stimulation, Hedonism, Power, Security, Tradition, Benevolence",A1,A0,A1->A0,vote to honor leadership in advancement,vote to honor collaboration and support,Some members believe that highlighting leadership may overshadow the contributions of others.,"The person's high value for power and tradition aligns with honoring leadership, and their low universalism makes them indifferent to the concern that this may overshadow others.",True,0.375
Gemma 4 31B,VSW_0950,SC004_2,self_preservation,7,"Self-Direction, Stimulation, Hedonism, Power, Security, Tradition, Benevolence",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,The need for stability and predictability (Security) and the desire to help the group (Benevolence) align with the physical requirement to avoid excessive activity during recovery.,True,0.286
Gemma 4 31B,VSW_0959,SC001_2,self_preservation,9,"Self-Direction, Stimulation, Hedonism, Power, Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,support the citywide food pantry,maintain neighborhood watch patrols,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.","While valuing universal well-being, the immediate threat of break-ins triggers a high priority for security and the preservation of neighborhood safety.",True,0.3
Gemma 4 31B,VSW_0959,SC001_2,authority_signal,9,"Self-Direction, Stimulation, Hedonism, Power, Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,support the citywide food pantry,maintain neighborhood watch patrols,The association president has recommended following the standard budget allocation process.,The high priority on security and adherence to traditional norms and standard processes outweighs the universalist desire to help the wider city.,False,0.125
Gemma 4 31B,VSW_0959,SC004_2,self_preservation,9,"Self-Direction, Stimulation, Hedonism, Power, Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The need to avoid excessive activity due to illness makes the predictable nature of routine maintenance more appealing than the high-energy festival, while still satisfying the desire to be helpful and follow group norms.",False,0.429
Gemma 4 31B,VSW_0959,SC004_2,authority_signal,9,"Self-Direction, Stimulation, Hedonism, Power, Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,The group leader has suggested prioritizing the maintenance tasks.,The person's high values for conformity and security lead them to follow the leader's suggestion to ensure the group's stability and well-being.,True,0.333
Gemma 4 31B,VSW_0965,SC003_2,self_preservation,6,"Self-Direction, Stimulation, Hedonism, Achievement, Tradition, Universalism",A0,A1,A0->A1,vote to honor leadership in advancement,vote to honor collaboration and support,Some members believe that highlighting leadership may overshadow the contributions of others.,High Universalism and low interest in Power lead the person to favor collaboration over leadership to avoid overshadowing others and ensure equal recognition.,False,0.25
Gemma 4 31B,VSW_0965,SC004_1,self_preservation,6,"Self-Direction, Stimulation, Hedonism, Achievement, Tradition, Universalism",A0,A1,A0->A1,attend the social event with friends,fulfill the family obligation at home,You are feeling tired and want to avoid overexertion.,"The desire to avoid overexertion makes the home-based option more appealing, and the high value on Tradition outweighs the low value on conformity regarding family obligations.",False,0.4
Llama 3.1 8B,VSW_0031,SC004_2,self_preservation,5,"Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The need for stability and predictability, as well as a desire to follow rules and norms, leads me to choose the routine maintenance tasks that will ensure the group's ongoing activities continue uninterrupted.",False,0.0
Llama 3.1 8B,VSW_0058,SC002_2,authority_signal,4,"Power, Security, Conformity, Benevolence",A0,A1,A0->A1,implement the new care protocol,maintain established procedures,The department head has recommended following established procedures during the pilot.,Following established procedures aligns with my high value on Conformity and provides the stability and predictability I highly value in Security,False,0.429
Llama 3.1 8B,VSW_0063,SC001_1,self_preservation,6,"Power, Security, Conformity, Tradition, Benevolence, Universalism",A1,A0,A1->A0,fund the after-school program,upgrade the facility's security systems,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.","The person prioritizes the well-being and rights of all individuals equally, making it more important to support a program that benefits children in the community.",True,0.077
Llama 3.1 8B,VSW_0063,SC001_1,authority_signal,6,"Power, Security, Conformity, Tradition, Benevolence, Universalism",A1,A0,A1->A0,fund the after-school program,upgrade the facility's security systems,The center's director has stated a preference for following the established funding guidelines.,"Funding the after-school program aligns with my values of doing what is right and promoting the well-being of all individuals equally, especially vulnerable children in the community.",False,0.125
